0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.674211;0.647673;0.676207;-0.0105472;-0.0154367;-0.0701867;-0.079055;0.013992;0.0770196;0;0;0
2;0.514825;0.464969;0.502912;-0.0172618;-0.0219829;-0.0915599;-0.105061;0.0200574;0.0945416;0;0;0
3;0.492669;0.428468;0.505887;-0.0213072;-0.0235203;-0.129258;-0.112941;0.0191171;0.093768;0;0;0
4;0.588204;0.506068;0.570452;-0.024351;-0.0223521;-0.138928;-0.111954;0.0181134;0.0923612;0;0;0
5;0.584738;0.52836;0.586728;-0.0246481;-0.0211781;-0.140512;-0.115315;0.0175016;0.0869204;0;0;0
6;0.640952;0.556066;0.591332;-0.0162867;-0.0201569;-0.0945802;-0.0909769;0.0175521;0.0802997;0;0;0
7;0.631427;0.615727;0.639658;-0.013773;-0.0201436;-0.0872938;-0.0811142;0.0159937;0.0787604;0;0;0
8;0.615678;0.563754;0.624417;-0.0130257;-0.0212655;-0.0811805;-0.0872927;0.0164697;0.078848;0;0;0
9;0.613183;0.56651;0.6133;-0.0131931;-0.0204685;-0.082126;-0.0845076;0.0168692;0.08145;0;0;0
10;0.626418;0.565575;0.636331;-0.0133083;-0.0225082;-0.0833784;-0.0935376;0.0162793;0.0777526;0;0;0
11;0.673557;0.570853;0.62721;-0.0133854;-0.0235969;-0.0863061;-0.0975184;0.0169127;0.0801771;0;0;0
12;0.681693;0.593883;0.655468;-0.0147724;-0.0233151;-0.0916735;-0.0960142;0.0159686;0.0821796;0;0;0
