0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.655238;0.643444;0.659757;-0.0107837;-0.0154656;-0.0768307;-0.080462;0.013992;0.0770196;0;0;0
2;0.437411;0.440821;0.425968;-0.0183371;-0.022499;-0.112679;-0.106664;0.0200574;0.0945416;0;0;0
3;0.489549;0.419046;0.415068;-0.0223748;-0.0239391;-0.130747;-0.114523;0.0191171;0.093768;0;0;0
4;0.566078;0.440203;0.496557;-0.0260048;-0.0243048;-0.14429;-0.118608;0.0181134;0.0923612;0;0;0
5;0.547414;0.482257;0.509866;-0.0251189;-0.0244409;-0.140927;-0.113;0.0175016;0.0869204;0;0;0
6;0.616505;0.505693;0.540488;-0.0156377;-0.0223814;-0.0994627;-0.0977517;0.0175521;0.0802997;0;0;0
7;0.627404;0.581565;0.612231;-0.0129302;-0.0205986;-0.0849077;-0.0852356;0.0159937;0.0787604;0;0;0
8;0.609634;0.51828;0.599921;-0.0126886;-0.0218203;-0.0819437;-0.0913257;0.0164697;0.078848;0;0;0
9;0.612468;0.533763;0.604852;-0.0131719;-0.0214334;-0.0846611;-0.0893132;0.0168692;0.08145;0;0;0
10;0.619838;0.534292;0.620679;-0.0128616;-0.0230369;-0.0829107;-0.0941766;0.0162793;0.0777526;0;0;0
11;0.65328;0.538287;0.608798;-0.0125182;-0.0233389;-0.0845872;-0.0982151;0.0169127;0.0801771;0;0;0
12;0.647716;0.575823;0.641108;-0.0138152;-0.0225626;-0.0905982;-0.0948556;0.0159686;0.0821796;0;0;0
