0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.661445;0.645528;0.677058;-0.0100605;-0.0154078;-0.0700477;-0.0800275;0.0142555;0.0812332;0;0;0
2;0.503337;0.448605;0.497733;-0.0165229;-0.0229916;-0.0996945;-0.10629;0.0201073;0.0939038;0;0;0
3;0.512002;0.42791;0.508977;-0.0225878;-0.0237968;-0.126222;-0.112641;0.0190972;0.0948975;0;0;0
4;0.585737;0.480777;0.564882;-0.0220067;-0.0245423;-0.14151;-0.11293;0.0182919;0.0865003;0;0;0
5;0.587034;0.52172;0.59126;-0.0248727;-0.0226731;-0.12826;-0.10827;0.0174851;0.0887619;0;0;0
6;0.640452;0.535953;0.591091;-0.0148139;-0.0199726;-0.0894421;-0.0985244;0.0177745;0.0854476;0;0;0
7;0.629825;0.618633;0.64055;-0.0140516;-0.0202834;-0.0834197;-0.0822687;0.0159973;0.0784614;0;0;0
8;0.61546;0.571162;0.621772;-0.0132582;-0.0207897;-0.0809168;-0.0916983;0.0165171;0.0798138;0;0;0
9;0.613092;0.57523;0.617968;-0.0133195;-0.0204372;-0.0800983;-0.0871614;0.0178661;0.081058;0;0;0
10;0.631754;0.570854;0.640271;-0.0147145;-0.0224839;-0.0824949;-0.0943106;0.016394;0.0770866;0;0;0
11;0.677983;0.562611;0.629015;-0.0122637;-0.0231082;-0.0830239;-0.0973632;0.0167597;0.0796885;0;0;0
12;0.685336;0.599682;0.65432;-0.0132103;-0.0227233;-0.083149;-0.0968959;0.0161681;0.0815227;0;0;0
