0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.663071;0.645923;0.649824;-0.0113676;-0.0259058;-0.0800397;-0.0852905;0.0148218;0.0843734;0;0;0
2;0.311467;-0.411557;0.399093;-0.0199299;-0.0235316;-0.119495;-0.114772;0.0216788;0.107944;0;0;0
3;0.0731759;0.0114724;0.374831;-0.0237506;-0.0242207;-0.138779;-0.119422;0.0224388;0.10753;0;0;0
4;0.53397;0.358244;0.479985;-0.0260288;-0.0233433;-0.140853;-0.117014;0.0205504;0.101889;0;0;0
5;0.550845;0.287081;0.565416;-0.0253595;-0.0262987;-0.135654;-0.104979;0.0187007;0.0925983;0;0;0
6;0.544117;0.444279;0.543743;-0.0181909;-0.0243118;-0.106368;-0.114022;0.0192391;0.0942459;0;0;0
7;0.598931;0.548654;0.577057;-0.0146369;-0.0230695;-0.0865994;-0.0827259;0.0182235;0.0844944;0;0;0
8;0.596041;0.486317;0.595066;-0.0129083;-0.0225391;-0.0831582;-0.0942179;0.0174387;0.0803386;0;0;0
9;0.626963;0.498585;0.598777;-0.016789;-0.0240318;-0.0846518;-0.0986374;0.0171703;0.0875929;0;0;0
10;0.626371;0.533183;0.58494;-0.0125931;-0.0237501;-0.0893295;-0.110637;0.0179308;0.0888556;0;0;0
11;0.619164;0.464939;0.588539;-0.013565;-0.0239469;-0.0895392;-0.114405;0.0180955;0.0851963;0;0;0
12;0.650725;0.562363;0.653121;-0.0138799;-0.0263816;-0.104249;-0.103688;0.0156078;0.0825231;0;0;0
